Set,Release Date,Card Name,# Cubes,Card No.,Mana Cost,Type,Rarity,Price
Double Masters 2022,2022-07-08,Azorius Chancery,23,318,,Land,uncommon,0.19
Double Masters 2022,2022-07-08,Boros Garrison,23,319,,Land,uncommon,0.16
Double Masters 2022,2022-07-08,Dimir Aqueduct,24,322,,Land,uncommon,0.23
Double Masters 2022,2022-07-08,Golgari Rot Farm,23,324,,Land,uncommon,0.31
Double Masters 2022,2022-07-08,Gruul Turf,23,325,,Land,uncommon,0.29
Double Masters 2022,2022-07-08,Izzet Boilerworks,27,326,,Land,uncommon,0.27
Double Masters 2022,2022-07-08,Orzhov Basilica,23,327,,Land,uncommon,0.17
Double Masters 2022,2022-07-08,Rakdos Carnarium,23,329,,Land,uncommon,0.24
Double Masters 2022,2022-07-08,Selesnya Sanctuary,23,330,,Land,uncommon,0.27
Double Masters 2022,2022-07-08,Simic Growth Chamber,23,331,,Land,uncommon,0.36
Store Championships,2022-07-09,Flame Slash,14,1,{R},Sorcery,rare,0.41
Magic Online Promos,2022-07-09,Seeker of the Way,25,102215,{1}{W},Creature — Human Warrior,common,
Magic Online Promos,2022-07-09,Mulldrifter,29,102235,{4}{U},Creature — Elemental,uncommon,
Magic Online Promos,2022-07-09,Unearth,23,102243,{B},Sorcery,common,
Magic Online Promos,2022-07-09,Monastery Swiftspear,21,102257,{R},Creature — Human Monk,common,
Magic Online Promos,2022-07-09,Lightning Bolt,28,102261,{R},Instant,uncommon,
Magic Online Promos,2022-07-09,Rampant Growth,6,102271,{1}{G},Sorcery,common,
Magic Online Promos,2022-07-09,Burning-Tree Emissary,23,102285,{R/G}{R/G},Creature — Human Shaman,common,
Magic Online Promos,2022-07-09,Qasali Pridemage,19,102287,{G}{W},Creature — Cat Wizard,common,
Magic Online Promos,2022-07-09,Coiling Oracle,18,102289,{G}{U},Creature — Snake Elf Druid,common,
Magic Online Promos,2022-07-09,Terminate,19,102291,{B}{R},Instant,uncommon,
Magic Online Promos,2022-07-09,Azorius Chancery,23,102351,,Land,uncommon,
Magic Online Promos,2022-07-09,Dimir Aqueduct,24,102353,,Land,uncommon,
Magic Online Promos,2022-07-09,Rakdos Carnarium,23,102355,,Land,uncommon,
Magic Online Promos,2022-07-09,Gruul Turf,23,102357,,Land,uncommon,
Magic Online Promos,2022-07-09,Selesnya Sanctuary,23,102359,,Land,uncommon,
Magic Online Promos,2022-07-09,Orzhov Basilica,23,102361,,Land,uncommon,
Magic Online Promos,2022-07-09,Golgari Rot Farm,23,102363,,Land,uncommon,
Magic Online Promos,2022-07-09,Simic Growth Chamber,23,102365,,Land,uncommon,
Magic Online Promos,2022-07-09,Izzet Boilerworks,27,102367,,Land,uncommon,
Magic Online Promos,2022-07-09,Boros Garrison,23,102369,,Land,uncommon,
Explorer Anthology 1,2022-07-28,Elvish Mystic,19,13,{G},Creature — Elf Druid,common,
Summer Vacation Promos 2022,2022-08-01,Ephemerate,30,1,{W},Instant,rare,
30th Anniversary Play Promos,2022-09-02,Fyndhorn Elves,18,3,{G},Creature — Elf Druid,rare,
30th Anniversary Play Promos,2022-09-02,Wall of Roots,16,4,{1}{G},Creature — Plant Wall,rare,
Dominaria United Art Series,2022-09-09,Tolarian Terror // Tolarian Terror,16,18,,Card // Card,common,
Dominaria United,2022-09-09,Impulse,14,55,{1}{U},Instant,common,0.08
Dominaria United,2022-09-09,Tolarian Terror,16,72,{6}{U},Creature — Serpent,common,0.46
Dominaria United,2022-09-09,Phyrexian Rager,23,99,{2}{B},Creature — Phyrexian Horror,common,0.02
Dominaria United Commander,2022-09-09,Night's Whisper,18,115,{1}{B},Sorcery,common,1.14
Dominaria United Commander,2022-09-09,Read the Bones,16,117,{2}{B},Sorcery,common,0.18
Dominaria United Commander,2022-09-09,Faithless Looting,23,122,{R},Sorcery,common,0.34
Dominaria United,2022-09-09,Lightning Strike,18,137,{1}{R},Instant,common,0.07
Dominaria United Commander,2022-09-09,Coiling Oracle,18,147,{G}{U},Creature — Snake Elf Druid,common,0.11
Dominaria United,2022-09-09,Yavimaya Steelcrusher,3,152,{1}{R},Creature — Ape Warrior,common,0.02
Dominaria United Commander,2022-09-09,Growth Spiral,15,153,{G}{U},Instant,common,0.34
Dominaria United Commander,2022-09-09,Terminate,19,172,{B}{R},Instant,common,0.39
Dominaria United Commander,2022-09-09,Prophetic Prism,15,189,{2},Artifact,common,0.05
Dominaria United Commander,2022-09-09,Boros Garrison,23,200,,Land,uncommon,0.12
Dominaria United Commander,2022-09-09,Evolving Wilds,28,208,,Land,common,0.09
Dominaria United Commander,2022-09-09,Orzhov Basilica,23,224,,Land,uncommon,0.03
Dominaria United Commander,2022-09-09,Rakdos Carnarium,23,226,,Land,uncommon,0.21
Dominaria United,2022-09-09,Contaminated Aquifer,5,245,,Land — Island Swamp,common,0.55
Dominaria United,2022-09-09,Geothermal Bog,5,247,,Land — Swamp Mountain,common,0.20
Dominaria United,2022-09-09,Haunted Mire,7,248,,Land — Swamp Forest,common,0.21
Dominaria United,2022-09-09,Idyllic Beachfront,5,249,,Land — Plains Island,common,0.17
Dominaria United,2022-09-09,Molten Tributary,6,251,,Land — Island Mountain,common,0.17
Dominaria United,2022-09-09,Radiant Grove,6,253,,Land — Forest Plains,common,0.15
Dominaria United,2022-09-09,Sacred Peaks,7,254,,Land — Mountain Plains,common,0.21
Dominaria United,2022-09-09,Sunlit Marsh,6,257,,Land — Plains Swamp,common,0.26
Dominaria United,2022-09-09,Tangled Islet,7,258,,Land — Forest Island,common,0.24
Dominaria United,2022-09-09,Wooded Ridgeline,6,260,,Land — Mountain Forest,common,0.15
The List,2022-09-09,Cast Down,19,836,{1}{B},Instant,uncommon,0.25
The List,2022-09-09,Crypt Rats,20,839,{2}{B},Creature — Rat,common,0.32
The List,2022-09-09,Cavern Harpy,16,871,{U}{B},Creature — Harpy Beast,common,0.14
The List,2022-09-09,Desert,14,888,,Land — Desert,uncommon,1.61
Regional Championship Qualifiers 2022,2022-10-01,Thraben Inspector,30,3,{W},Creature — Human Soldier,rare,1.10
Warhammer 40,000 Commander,2022-10-07,Defile,13,199,{B},Instant,uncommon,0.61
Warhammer 40,000 Commander,2022-10-07,Go for the Throat,10,201,{1}{B},Instant,common,0.86
Warhammer 40,000 Commander,2022-10-07,Rampant Growth,6,220,{1}{G},Sorcery,common,0.32
Warhammer 40,000 Commander,2022-10-07,Mind Stone,23,244,{2},Artifact,uncommon,0.22
Warhammer 40,000 Commander,2022-10-07,Wayfarer's Bauble,9,261,{1},Artifact,common,0.34
Warhammer 40,000 Commander,2022-10-07,Ash Barrens,29,265,,Land,uncommon,0.17
Warhammer 40,000 Commander,2022-10-07,Evolving Wilds,28,277,,Land,common,0.12
Game Night: Free-for-All,2022-10-14,Ancestral Blade,17,6,{1}{W},Artifact — Equipment,common,0.05
Game Night: Free-for-All,2022-10-14,Counterspell,29,25,{U}{U},Instant,uncommon,0.98
Game Night: Free-for-All,2022-10-14,Impulse,14,30,{1}{U},Instant,common,0.13
Game Night: Free-for-All,2022-10-14,Sea Gate Oracle,16,38,{2}{U},Creature — Human Wizard,common,0.12
Game Night: Free-for-All,2022-10-14,Doomed Dissenter,7,48,{1}{B},Creature — Human,common,0.12
Game Night: Free-for-All,2022-10-14,Dusk Legion Zealot,15,49,{1}{B},Creature — Vampire Soldier,common,0.17
Game Night: Free-for-All,2022-10-14,Moan of the Unhallowed,14,57,{2}{B}{B},Sorcery,uncommon,0.12
Game Night: Free-for-All,2022-10-14,Village Rites,15,64,{B},Instant,common,0.27
Game Night: Free-for-All,2022-10-14,Abrade,22,67,{1}{R},Instant,common,0.16
Game Night: Free-for-All,2022-10-14,Goblin Motivator,8,80,{R},Creature — Goblin Warrior,common,0.17
Game Night: Free-for-All,2022-10-14,Lightning Bolt,28,83,{R},Instant,uncommon,0.79
Game Night: Free-for-All,2022-10-14,Llanowar Elves,28,101,{G},Creature — Elf Druid,common,0.32
Game Night: Free-for-All,2022-10-14,Ram Through,16,105,{1}{G},Instant,common,0.35
Game Night: Free-for-All,2022-10-14,Thornweald Archer,9,110,{1}{G},Creature — Elf Archer,common,0.13
Secret Lair 30th Anniversary Countdown Kit,2022-11-01,Ponder,25,2007,{U},Sorcery,rare,7.94
The Brothers' War Retro Artifacts,2022-11-18,Pristine Talisman,14,43,{3},Artifact,uncommon,0.12
The Brothers' War,2022-11-18,Weakstone's Subjugation,6,72,{U},Enchantment — Aura,common,0.02
The Brothers' War,2022-11-18,Disfigure,16,91,{B},Instant,common,0.04
The Brothers' War Commander,2022-11-18,Preordain,25,92,{U},Sorcery,common,8.86
The Brothers' War,2022-11-18,Gixian Infiltrator,4,98,{1}{B},Creature — Phyrexian Human,common,0.04
The Brothers' War,2022-11-18,Go for the Throat,10,102,{1}{B},Instant,uncommon,0.49
The Brothers' War Commander,2022-11-18,Feed the Swarm,13,106,{1}{B},Sorcery,common,0.44
The Brothers' War Commander,2022-11-18,Abrade,22,111,{1}{R},Instant,uncommon,0.26
The Brothers' War Commander,2022-11-18,Faithless Looting,23,116,{R},Sorcery,common,0.23
The Brothers' War,2022-11-18,Bitter Reunion,10,127,{1}{R},Enchantment,common,0.47
The Brothers' War,2022-11-18,Monastery Swiftspear,21,144,{R},Creature — Human Monk,uncommon,0.23
The Brothers' War Commander,2022-11-18,Mind Stone,23,148,{2},Artifact,uncommon,0.23
The Brothers' War Commander,2022-11-18,Prophetic Prism,15,155,{2},Artifact,common,0.04
The Brothers' War,2022-11-18,Scrapwork Mutt,12,164,{2},Artifact Creature — Dog,common,0.11
The Brothers' War Commander,2022-11-18,Wayfarer's Bauble,9,171,{1},Artifact,common,0.34
The Brothers' War Commander,2022-11-18,Ash Barrens,29,174,,Land,common,0.11
The Brothers' War Commander,2022-11-18,Azorius Chancery,23,175,,Land,uncommon,0.11
The Brothers' War Commander,2022-11-18,Dimir Aqueduct,24,182,,Land,uncommon,0.15
The Brothers' War,2022-11-18,Giant Growth,11,183,{G},Instant,common,0.01
The Brothers' War Commander,2022-11-18,Evolving Wilds,28,184,,Land,common,0.14
The Brothers' War Commander,2022-11-18,Izzet Boilerworks,27,188,,Land,uncommon,0.20
The Brothers' War Commander,2022-11-18,Orzhov Basilica,23,191,,Land,uncommon,0.12
The Brothers' War Commander,2022-11-18,Rakdos Carnarium,23,194,,Land,uncommon,0.19
The Brothers' War,2022-11-18,Evolving Wilds,28,261,,Land,common,0.08
The Brothers' War,2022-11-18,Tocasia's Dig Site,10,266,,Land,common,0.05
Magic Online Promos,2022-11-20,Preordain,25,99675,{U},Sorcery,common,
Eternal Weekend 2022,2022-11-26,Ponder,25,2,{U},Sorcery,rare,
30th Anniversary Edition,2022-11-28,Savannah Lions,12,38,{W},Creature — Cat,rare,59.96
30th Anniversary Edition,2022-11-28,Counterspell,29,54,{U}{U},Instant,uncommon,10.79
30th Anniversary Edition,2022-11-28,Pestilence,19,117,{2}{B}{B},Enchantment,common,3.47
30th Anniversary Edition,2022-11-28,Fireball,12,145,{X}{R},Sorcery,common,4.05
30th Anniversary Edition,2022-11-28,Lightning Bolt,28,157,{R},Instant,common,12.82
30th Anniversary Edition,2022-11-28,Giant Growth,11,193,{G},Instant,common,12.15
30th Anniversary Edition,2022-11-28,Llanowar Elves,28,206,{G},Creature — Elf Druid,common,6.32
Secret Lair Drop,2022-11-28,Ash Barrens,29,469,,Land,rare,
Secret Lair Drop,2022-11-28,Carrion Feeder,24,1114,{B},Creature — Zombie,rare,13.04
Starter Commander Decks,2022-12-02,Counterspell,29,45,{U}{U},Instant,common,1.16
Starter Commander Decks,2022-12-02,Deep Analysis,20,46,{3}{U},Sorcery,common,0.08
Jumpstart 2022,2022-12-02,Preordain,25,63,{U},Sorcery,common,8.24
Starter Commander Decks,2022-12-02,Warden of Evos Isle,8,63,{2}{U},Creature — Bird Wizard,uncommon,0.07
Jumpstart 2022,2022-12-02,Tragic Slip,14,74,{B},Instant,common,1.00
Starter Commander Decks,2022-12-02,Feed the Swarm,13,77,{1}{B},Sorcery,common,0.37
Starter Commander Decks,2022-12-02,Gray Merchant of Asphodel,20,80,{3}{B}{B},Creature — Zombie,uncommon,0.96
Jumpstart 2022,2022-12-02,Thermo-Alchemist,20,83,{1}{R},Creature — Human Shaman,common,0.13
Starter Commander Decks,2022-12-02,Lazotep Reaver,14,83,{1}{B},Creature — Zombie Beast,common,0.09
Jumpstart 2022,2022-12-02,Ram Through,16,91,{1}{G},Instant,common,2.98
Starter Commander Decks,2022-12-02,Read the Bones,16,101,{2}{B},Sorcery,common,0.19
Starter Commander Decks,2022-12-02,Abrade,22,122,{1}{R},Instant,uncommon,0.15
Jumpstart 2022,2022-12-02,Wakedancer,7,128,{2}{B},Creature — Human Shaman,common,0.11
Jumpstart 2022,2022-12-02,Fireslinger,15,130,{1}{R},Creature — Human Wizard,common,0.17
Jumpstart 2022,2022-12-02,Basri's Acolyte,8,154,{2}{W}{W},Creature — Cat Cleric,common,0.04
Starter Commander Decks,2022-12-02,Thermo-Alchemist,20,162,{1}{R},Creature — Human Shaman,common,0.16
Jumpstart 2022,2022-12-02,Combat Professor,7,167,{3}{W},Creature — Bird Cleric,common,0.04
Jumpstart 2022,2022-12-02,Doomed Traveler,17,178,{W},Creature — Human Soldier,common,0.05
Jumpstart 2022,2022-12-02,Faith's Fetters,21,181,{3}{W},Enchantment — Aura,uncommon,0.04
Jumpstart 2022,2022-12-02,Gallant Cavalry,5,186,{3}{W},Creature — Human Knight,common,0.07
Jumpstart 2022,2022-12-02,Gideon's Lawkeeper,15,190,{W},Creature — Human Soldier,common,0.09
Jumpstart 2022,2022-12-02,Inspiring Overseer,21,200,{2}{W},Creature — Angel Cleric,common,0.18
Starter Commander Decks,2022-12-02,Sakura-Tribe Elder,22,208,{1}{G},Creature — Snake Shaman,common,1.06
Jumpstart 2022,2022-12-02,Savannah Lions,12,237,{W},Creature — Cat,uncommon,0.05
Jumpstart 2022,2022-12-02,Settle Beyond Reality,12,242,{4}{W},Sorcery,common,0.03
Starter Commander Decks,2022-12-02,Terminate,19,249,{B}{R},Instant,uncommon,0.42
Jumpstart 2022,2022-12-02,Thraben Inspector,30,255,{W},Creature — Human Soldier,common,0.19
Jumpstart 2022,2022-12-02,Triplicate Spirits,13,258,{4}{W}{W},Sorcery,common,0.24
Starter Commander Decks,2022-12-02,Skyscanner,8,274,{3},Artifact Creature — Thopter,common,0.08
Jumpstart 2022,2022-12-02,Condescend,15,282,{X}{U},Instant,uncommon,0.23
Starter Commander Decks,2022-12-02,Wayfarer's Bauble,9,287,{1},Artifact,common,0.36
Jumpstart 2022,2022-12-02,Faerie Seer,21,295,{U},Creature — Faerie Wizard,common,0.28
Jumpstart 2022,2022-12-02,Opt,16,332,{U},Instant,common,0.16
Jumpstart 2022,2022-12-02,Pestermite,10,335,{2}{U},Creature — Faerie Rogue,common,0.24
Jumpstart 2022,2022-12-02,Serum Visions,10,345,{U},Sorcery,uncommon,0.69
Jumpstart 2022,2022-12-02,Bone Picker,18,383,{3}{B},Creature — Bird,uncommon,0.07
Jumpstart 2022,2022-12-02,Crypt Rats,20,392,{2}{B},Creature — Rat,uncommon,0.26
Jumpstart 2022,2022-12-02,Dead Weight,14,393,{B},Enchantment — Aura,common,0.04
Jumpstart 2022,2022-12-02,Deathbloom Thallid,5,395,{2}{B},Creature — Fungus,common,0.05
Jumpstart 2022,2022-12-02,Doomed Dissenter,7,402,{1}{B},Creature — Human,common,0.07
Jumpstart 2022,2022-12-02,Falkenrath Noble,19,414,{3}{B},Creature — Vampire Noble,uncommon,0.19
Jumpstart 2022,2022-12-02,Gravedigger,14,424,{3}{B},Creature — Zombie,uncommon,0.04
Jumpstart 2022,2022-12-02,Sinuous Vermin,5,466,{1}{B},Creature — Rat Horror,common,0.22
Jumpstart 2022,2022-12-02,Typhoid Rats,2,480,{B},Creature — Rat,common,0.19
Jumpstart 2022,2022-12-02,Village Rites,15,486,{B},Instant,common,0.22
Jumpstart 2022,2022-12-02,Bogardan Dragonheart,15,503,{2}{R},Creature — Human Shaman,common,0.13
Jumpstart 2022,2022-12-02,Borderland Marauder,7,505,{1}{R},Creature — Human Warrior,common,0.04
Jumpstart 2022,2022-12-02,Fanatical Firebrand,14,528,{R},Creature — Goblin Pirate,common,0.12
Jumpstart 2022,2022-12-02,Firebolt,23,532,{R},Sorcery,common,0.08
Jumpstart 2022,2022-12-02,Frenzied Goblin,10,536,{R},Creature — Goblin Berserker,common,0.10
Jumpstart 2022,2022-12-02,Hordeling Outburst,19,552,{1}{R}{R},Sorcery,uncommon,0.15
Jumpstart 2022,2022-12-02,Searing Spear,11,597,{1}{R},Instant,common,0.14
Jumpstart 2022,2022-12-02,Spellgorger Weird,9,605,{2}{R},Creature — Weird,common,0.08
Jumpstart 2022,2022-12-02,Viashino Pyromancer,10,618,{1}{R},Creature — Viashino Wizard,common,0.16
Jumpstart 2022,2022-12-02,Wildfire Elemental,6,624,{2}{R}{R},Creature — Elemental,common,0.14
Jumpstart 2022,2022-12-02,Hooting Mandrills,18,671,{5}{G},Creature — Ape,common,0.14
Jumpstart 2022,2022-12-02,Master's Rebuke,4,689,{1}{G},Instant,common,0.14
Jumpstart 2022,2022-12-02,Scion Summoner,7,725,{2}{G},Creature — Eldrazi Drone,common,0.15
Jumpstart 2022,2022-12-02,Silverback Shaman,11,728,{3}{G}{G},Creature — Ape Shaman,common,0.16
Jumpstart 2022,2022-12-02,Titanic Brawl,4,735,{1}{G},Instant,common,0.13
Jumpstart 2022,2022-12-02,Pierce Strider,10,790,{4},Artifact Creature — Phyrexian Construct,uncommon,0.06
Jumpstart 2022,2022-12-02,Ash Barrens,29,809,,Land,common,0.15
Jumpstart 2022,2022-12-02,Evolving Wilds,28,813,,Land,common,0.11
Jumpstart 2022,2022-12-02,Thriving Bluff,23,822,,Land,common,0.11
Jumpstart 2022,2022-12-02,Thriving Grove,23,823,,Land,common,0.05
Jumpstart 2022,2022-12-02,Thriving Heath,23,824,,Land,common,0.05
Jumpstart 2022,2022-12-02,Thriving Isle,23,825,,Land,common,0.05
Jumpstart 2022,2022-12-02,Thriving Moor,23,826,,Land,common,0.08
Secret Lair Drop,2022-12-02,Llanowar Elves,28,1129,{G},Creature — Elf Druid,rare,6.74
Secret Lair Drop,2022-12-05,Lightning Strike,18,724,{1}{R},Instant,rare,5.81
Dominaria Remastered,2023-01-13,Battle Screech,26,2,{2}{W}{W},Sorcery,uncommon,0.04
Dominaria Remastered,2023-01-13,Momentary Blink,21,15,{1}{W},Instant,common,0.03
Dominaria Remastered,2023-01-13,Pacifism,11,19,{1}{W},Enchantment — Aura,common,0.02
Dominaria Remastered,2023-01-13,Savannah Lions,12,24,{W},Creature — Cat,common,0.02
Dominaria Remastered,2023-01-13,Counterspell,29,45,{U}{U},Instant,common,0.78
Dominaria Remastered,2023-01-13,Deep Analysis,20,46,{3}{U},Sorcery,common,0.06
Dominaria Remastered,2023-01-13,Impulse,14,56,{1}{U},Instant,common,0.06
Dominaria Remastered,2023-01-13,Man-o'-War,23,58,{2}{U},Creature — Jellyfish,common,0.03
Dominaria Remastered,2023-01-13,Peregrine Drake,13,65,{4}{U},Creature — Drake,common,0.10
Dominaria Remastered,2023-01-13,Snap,15,66,{1}{U},Instant,common,0.37
Dominaria Remastered,2023-01-13,Chainer's Edict,15,78,{1}{B},Sorcery,uncommon,0.39
Dominaria Remastered,2023-01-13,Faceless Butcher,15,84,{2}{B}{B},Creature — Nightmare Horror,uncommon,0.05
Dominaria Remastered,2023-01-13,Phyrexian Ghoul,7,98,{2}{B},Creature — Phyrexian Zombie,common,0.02
Dominaria Remastered,2023-01-13,Phyrexian Rager,23,99,{2}{B},Creature — Phyrexian Horror,common,0.01
Dominaria Remastered,2023-01-13,Chain Lightning,21,113,{R},Sorcery,common,0.16
Dominaria Remastered,2023-01-13,Fireblast,17,119,{4}{R}{R},Instant,uncommon,0.16
Dominaria Remastered,2023-01-13,Mogg War Marshal,22,131,{1}{R},Creature — Goblin Warrior,common,0.07
Dominaria Remastered,2023-01-13,Nature's Lore,6,170,{1}{G},Sorcery,uncommon,1.54
Dominaria Remastered,2023-01-13,Werebear,14,182,{1}{G},Creature — Human Bear Druid,common,0.04
Dominaria Remastered,2023-01-13,Fire // Ice,21,215,{1}{R} // {1}{U},Instant // Instant,uncommon,0.15
Dominaria Remastered,2023-01-13,Mind Stone,23,232,{2},Artifact,common,0.17
Phyrexia: All Will Be One,2023-02-03,Planar Disruption,13,28,{1}{W},Enchantment — Aura,common,0.08
Phyrexia: All Will Be One Commander,2023-02-03,Battle Screech,26,59,{2}{W}{W},Sorcery,uncommon,0.04
Phyrexia: All Will Be One Commander,2023-02-03,Night's Whisper,18,94,{1}{B},Sorcery,common,1.26
Phyrexia: All Will Be One Commander,2023-02-03,Hordeling Outburst,19,100,{1}{R}{R},Sorcery,uncommon,0.14
Phyrexia: All Will Be One,2023-02-03,Barbed Batterfist,5,121,{1}{R},Artifact — Equipment,common,0.06
Phyrexia: All Will Be One Commander,2023-02-03,Mind Stone,23,137,{2},Artifact,uncommon,0.21
Phyrexia: All Will Be One Commander,2023-02-03,Boros Garrison,23,146,,Land,uncommon,0.14
Phyrexia: All Will Be One,2023-02-03,Contagious Vorrac,9,164,{2}{G},Creature — Phyrexian Boar Beast,common,0.03
Phyrexia: All Will Be One,2023-02-03,Prophetic Prism,15,238,{2},Artifact,common,0.01
The List,2023-02-10,Gitaxian Probe,17,973,{U/P},Sorcery,common,3.28
Shadows of the Past,2023-03-21,Doomed Traveler,17,5,{W},Creature — Human Soldier,common,
30th Anniversary History Promos,2023-03-21,Llanowar Elves,28,5,{G},Creature — Elf Druid,rare,
Shadows of the Past,2023-03-21,Rally the Peasants,21,10,{2}{W},Instant,uncommon,
Shadows over Innistrad Remastered,2023-03-21,Borrowed Grace,9,15,{2}{W},Instant,common,
Shadows of the Past,2023-03-21,Mist Raven,16,18,{2}{U}{U},Creature — Bird,common,
Shadows of the Past,2023-03-21,Falkenrath Noble,19,29,{3}{B},Creature — Vampire Noble,uncommon,
Shadows of the Past,2023-03-21,Tragic Slip,14,35,{B},Instant,common,
